title,price,area,rooms,floor,comandat,link,location
Apartament cu 2 camere in zona Balcescu,350,52 mp utili,2 camere,Parter/4,Semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/timisoara/balcescu/apartament-de-vanzare-sau-de-inchiriat-2-camere-X9BR1000H?lista=2350118,"Timisoara, zona Balcescu"
"AT099, Apartament 3 Camere, Mobilat, Zona Sagului",380,52 mp utili,3 camere,Etaj 4/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-3-camere-X7SO000C1?lista=2350118,"Timisoara, zona Sagului"
Medicina - Mall zona centrala 3 camere,490,65 mp utili,3 camere,Etaj 3/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-3-camere-X4880007S?lista=2350118,"Timisoara, zona Medicina"
"PC117, Apartament 1 Camera, Spatios, Zona Steaua",200,32 mp utili,o cameră,Etaj 3/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/steaua/garsoniera-de-inchiriat-X7SO0000V?lista=2350118,"Timisoara, zona Steaua"
Medicina- 2 cam DEC- Modern Amenajat- 525 Eu,525,55 mp utili,2 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-2-camere-X89S001DU?lista=2350118,"Timisoara, zona Medicina"
Apartament 3 camere Girocului - Elisabetin,500,100 mp utili,3 camere,Etaj 1/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/elisabetin/apartament-de-inchiriat-3-camere-XAVL0000C?lista=2350118,"Timisoara, zona Elisabetin"
"Complexul Studentesc, vis-a-vis de abator",130,12 mp utili,o cameră,Etaj 4/4,Nedecomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/complex-studentesc/garsoniera-de-inchiriat-X9OS0000N?lista=2350118,"Timisoara, zona Complex Studentesc"
Apartament 4 camere Punctele Cardinale,550,107 mp utili,4 camere,Etaj 2/10,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/punctele-cardinale/apartament-de-inchiriat-4-camere-X17L100QQ?lista=2350118,"Timisoara, zona Punctele Cardinale"
"Apartament cu 3 camere, decomandat,confort 1 - str.Circumvalatiunii",400,83 mp utili,3 camere,Etaj 8/10,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/circumvalatiunii/apartament-de-inchiriat-3-camere-X84E00009?lista=2350118,"Timisoara, zona Circumvalatiunii"
"Apartament cu 3 camere de închiriat, Braytim",600,70 mp utili,3 camere,Etaj 1/2,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/braytim/apartament-de-inchiriat-3-camere-X79400032?lista=2350118,"Timisoara, zona Braytim"
APARTAMENT FOARTE FRUMOS MOBILAT IN COMPLEX!!!!,300,55 mp utili,2 camere,Etaj 2/8,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/olimpia-stadion/apartament-de-inchiriat-2-camere-X4PP1002V?lista=2350118,"Timisoara, zona Olimpia-Stadion"
Chirie ap 2 cam Complexul Studentesc,400,50 mp utili,2 camere,Parter/7,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-2-camere-XAIR00006?lista=2350118,"Timisoara, zona Complex Studentesc"
APARTAMENT 3 CAMERE ZONA IULIUS MALL,400,67 mp utili,3 camere,Etaj 5/5,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-3-camere-X47N100AL?lista=2350118,"Timisoara, zona Lipovei"
Apartament penthouse 2 camere zona Elisabetin,350,65.6 mp utili,2 camere,Etaj 3/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/elisabetin/apartament-de-inchiriat-2-camere-X47N100CD?lista=2350118,"Timisoara, zona Elisabetin"
Lipovei 3 camere 380 euro,380,56 mp utili,3 camere,Parter/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-3-camere-X4NI000BU?lista=2350118,"Timisoara, zona Lipovei"
"Apartament cu 3 camere decomandat, in Piata Marasti",450,85 mp utili,3 camere,Etaj 5/8,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/p-ta-unirii/apartament-de-inchiriat-3-camere-X7U00002G?lista=2350118,"Timisoara, zona P-ta Unirii"
"PC121,Apartament 2 Camere, Centrala Proprie, Zona Aradului",500,60 mp utili,2 camere,Etaj 6/9,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X7SO00025?lista=2350118,"Timisoara, zona Aradului"
"PC080,Apartament 2 Camere , Loc Propriu de Parcare , Zona Aradului",450,52 mp utili,2 camere,Etaj 3/9,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X7SO0009D?lista=2350118,"Timisoara, zona Aradului"
"AT060, Apartament 2 Camere, Centrala Proprie, Zona Aradului",400,60 mp utili,2 camere,Etaj 3/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X7SO000BO?lista=2350118,"Timisoara, zona Aradului"
Apartament 2 camere zona Medicina,480,50 mp utili,2 camere,Parter/3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-2-camere-X47N100C1?lista=2350118,"Timisoara, zona Medicina"
Apartament renovat ultracentral,450,50 mp utili,2 camere,Etaj 5/7,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-2-camere-X56J000BA?lista=2350118,"Timisoara, zona Ultracentral"
"PC141, Apartament 2 Camere , Modern, Zona Blascovici",300,35 mp utili,2 camere,Etaj 4/5,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/blascovici/apartament-de-inchiriat-2-camere-X7SO00013?lista=2350118,"Timisoara, zona Blascovici"
Amenajat. Loc de parcare in curte interioara. Disponibil imediat.,345,45 mp utili,2 camere,Etaj 4/8,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-2-camere-X0Q610L5V?lista=2350118,"Timisoara, zona Girocului"
Chirie ap 2 cam Modern,320,60 mp utili,2 camere,Parter,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dorobantilor/apartament-de-inchiriat-2-camere-XAIR0000E?lista=2350118,"Timisoara, zona Dorobantilor"
"Apartament cu 4 camere, renovat, imobil cu lift in Piata Victoriei",1.500,180 mp utili,4 camere,Etaj 3/3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-4-camere-X1BR1004A?lista=2350118,"Timisoara, zona Ultracentral"
"PC171 Apartament 2 Camere , Modern , Zona Torontalului",400,50 mp utili,2 camere,Etaj 1/8,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-2-camere-X7SO0007N?lista=2350118,"Timisoara, zona Torontalului"
Apartament Lux Aradului,450,70 mp utili,3 camere,Etaj 1/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-3-camere-X17L100GA?lista=2350118,"Timisoara, zona Aradului"
"Apartament LUX, vis-a-vis de Iulius Mall",190,40 mp utili,2 camere,Parter/10,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/tipografilor/apartament-de-inchiriat-2-camere-X9OS00049?lista=2350118,"Timisoara, zona Tipografilor"
"Apartament 2 camere amenajat modern, situat Ultracentral",440,67 mp utili,2 camere,Etaj 1/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-2-camere-X1BR1006M?lista=2350118,"Timisoara, zona Ultracentral"
Apartament 1 camera Central,300,45 mp utili,o cameră,Etaj 1/1,Nedecomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/central/garsoniera-de-inchiriat-X17L100C0?lista=2350118,"Timisoara, zona Central"
Apartament cu 2 camere decomandate la Casa in zona Modern,300,50 mp utili,2 camere,Parter/1,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dorobantilor/apartament-de-inchiriat-2-camere-X7FS0002H?lista=2350118,"Timisoara, zona Dorobantilor"
Apartament cu 2 camere de inchiriat in zona Maria,500,95 mp utili,2 camere,Etaj 4/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/p-ta-maria/apartament-de-inchiriat-2-camere-X47N1000I?lista=2350118,"Timisoara, zona P-ta Maria"
"PC094, Apartament 2 Camere, Spatios , Zona Torontaluilui",400,80 mp utili,2 camere,Etaj 7/9,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-2-camere-X7SO000HJ?lista=2350118,"Timisoara, zona Torontalului"
"Apartament 4 camere+terasa 70 mp, zona centrala.",750,120 mp utili,4 camere,Etaj 4/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/badea-cartan/apartament-de-inchiriat-4-camere-X6UV10034?lista=2350118,"Timisoara, zona Badea Cartan"
Doua camere decomandate pe str. Circumvalatiunii,370,55 mp utili,2 camere,Etaj 1/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/circumvalatiunii/apartament-de-inchiriat-2-camere-X56J000B2?lista=2350118,"Timisoara, zona Circumvalatiunii"
Piata Maria - 3 Cam Dec - Centrala - Clima - Renovat!,550,110 mp utili,3 camere,Etaj 1/1,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/p-ta-maria/apartament-de-inchiriat-3-camere-X9RO000AN?lista=2350118,"Timisoara, zona P-ta Maria"
Girocului - 3 camere - confort 1 - langa Spitalul Judetean,340,65 mp utili,3 camere,Etaj 3/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-3-camere-XAAT00016?lista=2350118,"Timisoara, zona Girocului"
DISPONIBIL DIN lUNA IUNIE,700,78 mp utili,3 camere,Etaj 8/8,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-3-camere-X02K1004K?lista=2350118,"Timisoara, zona Torontalului"
"Apartament 2 camere, Girocului",300,60 mp utili,2 camere,Parter/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-2-camere-X7U00009N?lista=2350118,"Timisoara, zona Girocului"
Ingrijit si dotat,350,48 mp utili,2 camere,Etaj 2/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dambovita/apartament-de-inchiriat-2-camere-X47N1001A?lista=2350118,"Timisoara, zona Dambovita"
APARTAMENT FRUMOS IN COMPLEX - OLIMPIA!!!,350,70 mp utili,2 camere,Etaj 7/10,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-2-camere-X4PP1002I?lista=2350118,"Timisoara, zona Complex Studentesc"
Apartament cu 3 camere de inchiriat 600E,600,125 mp utili,3 camere,Parter,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/balcescu/apartament-de-inchiriat-3-camere-XADA00031?lista=2350118,"Timisoara, zona Balcescu"
"Apartament cu 5 camere, lux, ideal pozitionat",820,130 mp utili,5 camere,Etaj 4/5,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/spitalul-judetean/apartament-de-inchiriat-5-camere-XA800000O?lista=2350118,"Timisoara, zona Spitalul Judetean"
Apartament 2 camere Zona Take Ionescu,380,48 mp utili,2 camere,Etaj 3/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/take-ionescu/apartament-de-inchiriat-2-camere-X17L1015G?lista=2350118,"Timisoara, zona Take Ionescu"
Chirie ap 2 cam Central,350,60 mp utili,2 camere,Etaj 2/2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-2-camere-XAIR0000D?lista=2350118,"Timisoara, zona Central"
"PC097, Apartament 2 Camere , Centrala Proprie , Zona Lipovei",360,53 mp utili,2 camere,Etaj 5/5,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-2-camere-X7SO000HR?lista=2350118,"Timisoara, zona Lipovei"
Ultracentral- 3 cam- Modern Amenajat- 450 Eu,450,70 mp utili,3 camere,Etaj 5/7,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/centrul-bancar/apartament-de-inchiriat-3-camere-X89S001DN?lista=2350118,"Timisoara, zona Centrul Bancar"
"Apartament 2 camere de inchiriat, zona Lipovei",400,56 mp utili,2 camere,Etaj 1/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-2-camere-X7U00007D?lista=2350118,"Timisoara, zona Lipovei"
Apartament 2 camere aproape de Iulius Mall,300,55 mp utili,2 camere,Etaj 9/10,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/centrul-bancar/apartament-de-inchiriat-2-camere-X47N1001H?lista=2350118,"Timisoara, zona Centrul Bancar"
"Medicina- 3 cam- Mobilat, utilat- Garaj!",750,90 mp utili,3 camere,Etaj 6/10,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/p-ta-unirii/apartament-de-inchiriat-3-camere-X89S001A5?lista=2350118,"Timisoara, zona P-ta Unirii"
Apartament 3c Torontalului,350,78 mp utili,3 camere,Etaj 6/6,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-3-camere-X17L100S1?lista=2350118,"Timisoara, zona Torontalului"
Apartament de închiriat in Piața Victoriei,400,65 mp utili,3 camere,Etaj 4/8,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/p-ta-victoriei/apartament-de-inchiriat-3-camere-X9O30002D?lista=2350118,"Timisoara, zona P-ta Victoriei"
Apartament 2 camere Mehala,450,54 mp utili,2 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/mehala/apartament-de-inchiriat-2-camere-X17L100QO?lista=2350118,"Timisoara, zona Mehala"
De inchiriat apartament 3 camere - Central,500,60 mp utili,3 camere,Etaj 1/1,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-3-camere-X1BR1005A?lista=2350118,"Timisoara, zona Central"
Etaj intermediar. Centrala proprie. Decomandat.,460,82 mp utili,4 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-4-camere-X0Q610H62?lista=2350118,"Timisoara, zona Aradului"
"Apartament 3 camere, renovat, Sagului-Shopping City",460,83 mp utili,3 camere,Etaj 3/10,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-3-camere-X6UV10014?lista=2350118,"Timisoara, zona Sagului"
"PC169 Apartament 3 Camere , Centrala Proprie , Zona Sagului",380,60 mp utili,3 camere,Parter/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-3-camere-X7SO0005O?lista=2350118,"Timisoara, zona Sagului"
apartament 2 camere Timisoara,450,60 mp utili,2 camere,Etaj 8/13,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/gheorghe-lazar/apartament-de-inchiriat-2-camere-X6UV1000U?lista=2350118,"Timisoara, zona Gheorghe Lazar"
Girocului 4 camere 500 euro,500,100 mp utili,4 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-4-camere-X4NI001AK?lista=2350118,"Timisoara, zona Girocului"
"Apartament 4 camere, la 10 min de centrul orasului.",380,67 mp utili,4 camere,Etaj 1/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/cetatii/apartament-de-inchiriat-4-camere-X6UV10017?lista=2350118,"Timisoara, zona Cetatii"
"PC084 , Apartament 2 Camere , Centrala Proprie , Zona Aradului",500,38 mp utili,2 camere,Parter/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X7SO000ES?lista=2350118,"Timisoara, zona Aradului"
Apartament 2 cam Complex,350,42 mp utili,2 camere,Etaj 3/3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-2-camere-X7U00007A?lista=2350118,"Timisoara, zona Complex Studentesc"
Apartament 2 camere,300,58 mp utili,2 camere,Parter/10,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/circumvalatiunii/apartament-de-inchiriat-2-camere-X17L100AL?lista=2350118,"Timisoara, zona Circumvalatiunii"
Apartamet situat in zona Brancoveanu,590,105 mp utili,3 camere,Etaj 3/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/brancoveanu/apartament-de-inchiriat-3-camere-X47N100C5?lista=2350118,"Timisoara, zona Brancoveanu"
"PC178 Apartament 2 Camere , Centrala Proprie, Zona Lipovei",365,60 mp utili,2 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-2-camere-X7SO00085?lista=2350118,"Timisoara, zona Lipovei"
"PC175 Apartament 3 Camere , Centrala Proprie , Zona Lipovei",380,60 mp utili,3 camere,Etaj 4/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-3-camere-X7SO000AO?lista=2350118,"Timisoara, zona Lipovei"
Cetatii- 3 cam- Semicentral- 250 Eu,250,45 mp utili,3 camere,Etaj 1/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/cetatii/apartament-de-inchiriat-3-camere-X89S00097?lista=2350118,"Timisoara, zona Cetatii"
"2 camere, Decomandat, Mobilat si Utilat!",380,62 mp utili,2 camere,Etaj 5/5,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-2-camere-X84C1000J?lista=2350118,"Timisoara, zona Lipovei"
"INCHIRIERE: Apartament nou, parcare acoperita",490,100 mp utili,3 camere,Etaj 3/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/mehala/apartament-de-inchiriat-3-camere-XASM10002?lista=2350118,"Timisoara, zona Mehala"
Apartament cu 3 camere de inchiriat in zona Centrala,650,110 mp utili,3 camere,Etaj 2/3,Circular,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/p-ta-unirii/apartament-de-inchiriat-3-camere-X47N10033?lista=2350118,"Timisoara, zona P-ta Unirii"
"AT018, Apartament 2 camere, Zona Dacia, Etaj Intermediar",300,40 mp utili,2 camere,Etaj 1/4,Nedecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dacia/apartament-de-inchiriat-2-camere-X7SO00048?lista=2350118,"Timisoara, zona Dacia"
"PC040,Apartament 2 Camere , Centrala Proprie, Zona Soarelui",350,55 mp utili,2 camere,Etaj 4/7,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/soarelui/apartament-de-inchiriat-2-camere-X7SO00029?lista=2350118,"Timisoara, zona Soarelui"
"Apartament 3 camere decomandat, 67 mp, Dambovita",340,67 mp utili,3 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dambovita/apartament-de-inchiriat-3-camere-X9OS00009?lista=2350118,"Timisoara, zona Dambovita"
"Apartament de inchiriat, 2 camere, zona de Nord",400,74 mp utili,2 camere,Parter/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-2-camere-X7U00007H?lista=2350118,"Timisoara, zona Lipovei"
Disponibil imediat. Mobilat si utilat. Aproape de mijloc de transport.,350,55 mp utili,2 camere,Etaj 5/7,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/garii/apartament-de-inchiriat-2-camere-X0Q610J92?lista=2350118,"Timisoara, zona Garii"
"Apartament 2 camere, lift, zona centrala.",450,50 mp utili,2 camere,Etaj 2/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/badea-cartan/apartament-de-inchiriat-2-camere-X6UV1000C?lista=2350118,"Timisoara, zona Badea Cartan"
2 camere decomandate la 2 min de Iuius Mall,350,50 mp utili,2 camere,Etaj 1/10,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/circumvalatiunii/apartament-de-inchiriat-2-camere-X9O30004U?lista=2350118,"Timisoara, zona Circumvalatiunii"
De inchiriat apartament cu 3 camere zona Lipovei,450,63 mp utili,3 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-3-camere-X1BR1006D?lista=2350118,"Timisoara, zona Lipovei"
